,Unnamed: 0,Rank,player_name,position,"Team Currently With","Age",Contract_Length,AAV,team_x,TOI_22_23,Goals_22_23,A1_22_23,iCF_22_23,ixG_22_23,Giveaways_22_23,Takeaways_22_23,GAR_22_23,WAR_22_23,SPAR_22_23,team_y,TOI_23_24,Goals_23_24,A1_23_24,iCF_23_24,ixG_23_24,Giveaways_23_24,Takeaways_23_24,GAR_23_24,WAR_23_24,SPAR_23_24,team,TOI_24_25,Goals_24_25,A1_24_25,iCF_24_25,ixG_24_25,Giveaways_24_25,Takeaways_24_25,GAR_24_25,WAR_24_25,SPAR_24_25,TOI%_22_23,TOI%_23_24,TOI%_24_25,prev_cap_hit_pct
217,217,T61,robby fabbri,C,"ANA
                     ANA",25,3,4000000.0,DET,447.93,7.0,5.0,65.0,6.46,12.0,6.0,-1.1,-0.2,-0.3,DET,875.05,18.0,6.0,164.0,15.68,20.0,16.0,-0.1,0.0,0.0,ANA,673.3,8.0,6.0,102.0,6.93,30.0,12.0,-10.8,-1.8,-3.4,1.8208536585365900,3.5571138211382100,2.736991869918700,5.05050505050505
218,218,T61,noah dobson,D,"NYI
                     NYI",21,3,4000000.0,NYI,1589.73,13.0,22.0,481.0,10.88,49.0,39.0,4.5,0.8,1.4,NYI,1936.93,10.0,35.0,447.0,7.24,62.0,32.0,14.3,2.3,4.5,NYI,1103.92,6.0,9.0,297.0,6.33,65.0,28.0,3.6,0.6,1.1,6.462317073170730,7.87369918699187,4.487479674796750,4.9079754601227000
219,219,63,mathieu joseph,RW,"STL
                     STL",24,4,2950000.0,OTT,785.37,3.0,11.0,124.0,8.85,18.0,25.0,4.9,0.8,1.6,OTT,1185.98,11.0,16.0,235.0,16.71,36.0,69.0,7.3,1.2,2.3,STL,446.95,3.0,3.0,87.0,5.37,15.0,10.0,0.9,0.2,0.3,3.192560975609760,4.821056910569110,1.816869918699190,3.6085626911315000
220,220,64,brett kulak,D,"EDM
                     EDM",27,4,2750000.0,EDM,1435.82,3.0,5.0,211.0,3.59,40.0,27.0,1.0,0.2,0.3,EDM,1261.52,3.0,4.0,215.0,3.57,37.0,16.0,3.6,0.6,1.1,EDM,1095.02,6.0,5.0,178.0,4.31,55.0,14.0,7.9,1.3,2.4,5.836666666666670,5.128130081300810,4.45130081300813,3.3639143730886800
221,221,65,frank vatrano,LW,"ANA
                     ANA",27,3,3650000.0,ANA,1350.75,22.0,11.0,354.0,21.42,34.0,21.0,-8.5,-1.4,-2.7,ANA,1504.25,37.0,12.0,454.0,26.25,29.0,31.0,3.1,0.5,1.0,ANA,947.25,16.0,5.0,298.0,21.11,32.0,8.0,-3.5,-0.6,-1.1,5.490853658536590,6.114837398373980,3.850609756097560,4.424242424242420
222,222,66,jordan greenway,LW,"BUF
                     BUF",24,3,3000000.0,BUF,238.93,4.0,0.0,55.0,3.3,2.0,2.0,1.4,0.2,0.5,BUF,1155.72,10.0,10.0,198.0,12.21,21.0,30.0,2.1,0.4,0.7,BUF,318.48,3.0,3.0,54.0,3.44,8.0,5.0,4.5,0.7,1.4,0.9712601626016260,4.698048780487810,1.2946341463414600,3.592814371257490
223,223,66,jordan greenway,LW,"BUF
                     BUF",24,3,3000000.0,BUF,238.93,4.0,0.0,55.0,3.3,2.0,2.0,2.0,0.3,0.6,BUF,1155.72,10.0,10.0,198.0,12.21,21.0,30.0,2.1,0.4,0.7,BUF,318.48,3.0,3.0,54.0,3.44,8.0,5.0,4.5,0.7,1.4,0.9712601626016260,4.698048780487810,1.2946341463414600,3.428571428571430
224,224,66,jordan greenway,LW,"BUF
                     BUF",24,3,3000000.0,MIN,598.37,2.0,2.0,135.0,9.02,11.0,10.0,1.4,0.2,0.5,BUF,1155.72,10.0,10.0,198.0,12.21,21.0,30.0,2.1,0.4,0.7,BUF,318.48,3.0,3.0,54.0,3.44,8.0,5.0,4.5,0.7,1.4,2.43239837398374,4.698048780487810,1.2946341463414600,3.787878787878790
225,225,66,jordan greenway,LW,"BUF
                     BUF",24,3,3000000.0,MIN,598.37,2.0,2.0,135.0,9.02,11.0,10.0,2.0,0.3,0.6,BUF,1155.72,10.0,10.0,198.0,12.21,21.0,30.0,2.1,0.4,0.7,BUF,318.48,3.0,3.0,54.0,3.44,8.0,5.0,4.5,0.7,1.4,2.43239837398374,4.698048780487810,1.2946341463414600,3.6809815950920200
226,226,67,brayden mcnabb,D,"VGK
                     VGK",30,3,2850000.0,VGK,1627.18,1.0,7.0,221.0,4.19,30.0,38.0,6.9,1.2,2.2,VGK,1587.05,4.0,9.0,208.0,3.52,24.0,31.0,3.1,0.5,1.0,VGK,1145.27,3.0,4.0,172.0,2.6,55.0,13.0,4.5,0.7,1.4,6.614552845528460,6.451422764227640,4.655569105691060,3.486238532110090
227,227,68,calle jarnkrok,C,"TOR
                     TOR",30,4,2100000.0,TOR,1049.92,20.0,11.0,197.0,13.67,12.0,21.0,4.9,0.8,1.6,TOR,793.43,10.0,8.0,167.0,13.02,11.0,16.0,3.1,0.5,1.0,,,,,,,,,,,,4.267967479674800,3.2253252032520300,,2.5688073394495400
228,228,69,jan rutta,D,"SJS
                     SJS",31,3,2750000.0,PIT,958.73,3.0,0.0,140.0,1.78,21.0,13.0,3.0,0.5,1.0,S.J,1360.72,5.0,6.0,202.0,3.01,16.0,14.0,-4.4,-0.7,-1.4,S.J,864.92,2.0,2.0,141.0,1.69,52.0,11.0,-2.2,-0.4,-0.7,3.897276422764230,5.531382113821140,3.515934959349590,3.3333333333333300
229,229,70,jeremy lauzon,D,"NSH
                     NSH",24,4,2000000.0,NSH,1128.4,3.0,2.0,162.0,3.64,23.0,3.0,-6.9,-1.2,-2.2,NSH,1470.47,6.0,4.0,250.0,5.2,28.0,16.0,-4.9,-0.8,-1.5,NSH,503.2,0.0,0.0,70.0,1.03,19.0,4.0,-3.1,-0.5,-1.0,4.5869918699187,5.977520325203250,2.0455284552845500,2.3952095808383200
230,230,71,alexander romanov,D,"NYI
                     NYI",21,3,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.857142857142860
231,231,72,jacob middleton,D,"MIN
                     MIN",25,3,2450000.0,MIN,1503.75,3.0,6.0,177.0,4.5,23.0,18.0,2.9,0.5,0.9,MIN,1584.67,7.0,9.0,190.0,5.38,22.0,21.0,-0.1,0.0,0.0,MIN,962.08,7.0,6.0,138.0,3.41,43.0,16.0,5.6,0.9,1.7,6.11280487804878,6.4417479674796700,3.910894308943090,3.0934343434343400
232,232,73,nicolas deslauriers,LW,"PHI
                     PHI",30,4,1750000.0,PHI,808.02,6.0,1.0,131.0,6.84,8.0,13.0,-3.0,-0.5,-1.0,PHI,488.97,1.0,1.0,99.0,5.45,5.0,14.0,-6.4,-1.0,-2.0,PHI,62.22,0.0,0.0,16.0,1.24,2.0,0.0,,,,3.2846341463414600,1.9876829268292700,0.2529268292682930,2.147239263803680
233,233,74,nicolas hague,D,"VGK
                     VGK",23,3,2294150.0,VGK,1465.37,3.0,9.0,248.0,4.77,25.0,19.0,4.5,0.8,1.5,VGK,1354.33,2.0,4.0,242.0,3.85,23.0,13.0,3.0,0.5,0.9,VGK,720.92,3.0,2.0,119.0,1.88,39.0,14.0,-2.1,-0.3,-0.7,5.956788617886180,5.50540650406504,2.930569105691060,2.8062996941896000
234,234,75,mason appleton,C,"WPG
                     WPG",25,3,2166667.0,WPG,656.78,5.0,6.0,109.0,8.14,11.0,12.0,2.0,0.3,0.6,WPG,1315.93,14.0,12.0,241.0,14.73,12.0,24.0,-2.2,-0.4,-0.7,WPG,662.68,7.0,6.0,118.0,8.1,23.0,12.0,-0.9,-0.2,-0.3,2.669837398373980,5.349308943089430,2.693821138211380,2.6503571865443400
235,235,76,jeff carter,C,"PIT
                     PIT",37,2,3125000.0,PIT,1082.8,13.0,9.0,240.0,18.48,33.0,26.0,-0.3,-0.1,-0.1,PIT,905.08,11.0,2.0,175.0,12.28,20.0,23.0,-7.6,-1.2,-2.4,,,,,,,,,,,,4.401626016260160,3.679186991869920,,3.787878787878790
236,236,77,nico sturm,C,"SJS
                     SJS",26,3,2000000.0,S.J,1089.45,14.0,7.0,194.0,12.91,19.0,40.0,2.4,0.4,0.8,S.J,923.53,5.0,7.0,133.0,8.79,18.0,21.0,0.4,0.1,0.1,S.J,403.63,5.0,4.0,57.0,3.65,15.0,3.0,0.7,0.1,0.2,4.428658536585370,3.7541869918699200,1.640772357723580,2.3952095808383200
237,237,78,jake evans,C,"MTL
                     MTL",25,3,1700000.0,MTL,782.47,2.0,13.0,107.0,5.95,29.0,19.0,4.5,0.8,1.5,MTL,1313.5,7.0,11.0,174.0,10.25,30.0,27.0,-2.6,-0.4,-0.8,MTL,870.07,11.0,12.0,122.0,10.31,43.0,8.0,5.4,0.9,1.7,3.1807723577235800,5.339430894308940,3.536869918699190,1.9428571428571400
238,238,T79,dominik kubalik,LW,"OTT
                     OTT",26,2,2500000.0,DET,1208.0,20.0,17.0,315.0,22.46,19.0,12.0,6.1,1.0,2.0,OTT,897.02,11.0,4.0,173.0,10.84,20.0,18.0,-12.6,-2.1,-4.0,,,,,,,,,,,,4.9105691056910600,3.6464227642276400,,3.1565656565656600
239,239,T79,matthew benning,D,"TOR
                     TOR",27,4,1250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5337423312883400
240,240,81,ross johnston,LW,"ANA
                     ANA",27,4,1100000.0,NYI,124.77,0.0,2.0,7.0,0.34,1.0,1.0,-0.3,0.0,-0.1,ANA,557.4,1.0,1.0,77.0,4.96,11.0,12.0,-3.4,-0.6,-1.1,ANA,300.8,1.0,2.0,28.0,1.39,12.0,3.0,-1.8,-0.3,-0.6,0.5071951219512200,2.265853658536590,1.2227642276422800,1.345565749235470
241,241,82,keegan kolesar,RW,"VGK
                     VGK",24,3,1400000.0,VGK,849.07,8.0,10.0,113.0,8.33,16.0,14.0,3.8,0.6,1.2,VGK,858.2,8.0,7.0,141.0,7.41,20.0,22.0,-1.2,-0.2,-0.4,VGK,746.72,10.0,7.0,112.0,7.95,24.0,10.0,2.4,0.4,0.7,3.45150406504065,3.4886178861788600,3.035447154471550,1.7125382262996900
242,242,83,nic dowd,C,"WAS
                     WAS",31,3,1300000.0,WSH,867.9,13.0,8.0,108.0,8.21,34.0,28.0,9.2,1.6,3.0,WSH,972.97,12.0,6.0,103.0,8.99,30.0,46.0,5.8,1.0,1.9,WSH,855.95,11.0,4.0,114.0,8.78,31.0,20.0,2.6,0.4,0.8,3.5280487804878000,3.9551626016260200,3.479471544715450,1.575757575757580
243,243,84,jon merrill,D,"MIN
                     MIN",29,3,1200000.0,MIN,1105.58,2.0,5.0,99.0,1.86,14.0,18.0,0.6,0.1,0.2,MIN,830.73,4.0,4.0,92.0,2.38,12.0,8.0,0.7,0.1,0.2,MIN,692.15,1.0,2.0,75.0,1.09,45.0,8.0,1.9,0.3,0.6,4.494227642276420,3.3769512195122000,2.8136178861788600,1.437125748502990
244,244,85,cal clutterbuck,RW,"NYI
                     NYI",34,2,1750000.0,NYI,598.97,6.0,2.0,79.0,5.83,15.0,10.0,1.8,0.3,0.6,NYI,974.12,7.0,8.0,107.0,8.96,22.0,26.0,5.4,0.9,1.7,,,,,,,,,,,,2.434837398373980,3.959837398373980,,2.0
245,245,86,logan o'connor,C,"COL
                     COL",25,3,1050000.0,COL,1164.77,9.0,11.0,197.0,12.86,20.0,42.0,7.3,1.2,2.3,COL,852.17,13.0,7.0,174.0,12.3,12.0,38.0,5.7,0.9,1.8,COL,846.87,6.0,3.0,126.0,8.86,21.0,12.0,7.1,1.2,2.2,4.734837398373980,3.4641056910569100,3.4425609756097600,1.3257575757575800
246,246,87,curtis lazar,C,"NJD
                     NJD",26,3,1000000.0,VAN,547.45,3.0,1.0,82.0,6.25,5.0,14.0,-2.5,-0.4,-0.8,N.J,879.67,7.0,11.0,129.0,10.17,16.0,18.0,8.9,1.5,2.8,N.J,339.1,1.0,2.0,33.0,2.09,6.0,2.0,-2.7,-0.4,-0.8,2.225406504065040,3.5758943089430900,1.3784552845528500,1.2269938650306700
247,247,88,grant hutton,D,"NYI
                     NYI",26,3,775000.0,,,,,,,,,,,,,,,,,,,,,,,NYI,175.0,0.0,1.0,20.0,0.5,8.0,2.0,-2.3,-0.4,-0.7,,,0.7113821138211380,0.9480122324159020
248,248,89,johnathan kovacevic,D,"NJD
                     NJD",24,3,766667.0,MTL,1341.3,3.0,6.0,204.0,4.49,90.0,36.0,12.0,2.0,3.9,MTL,1024.13,6.0,4.0,150.0,3.08,50.0,9.0,5.6,0.9,1.8,N.J,1119.5,1.0,8.0,153.0,2.55,68.0,24.0,8.2,1.3,2.6,5.452439024390240,4.163130081300810,4.550813008130080,0.9378189602446480
249,249,90,mark giordano,D,"TOR
                     TOR",38,2,800000.0,TOR,1478.35,4.0,8.0,232.0,4.85,48.0,20.0,6.1,1.0,2.0,TOR,764.38,3.0,2.0,147.0,2.63,27.0,9.0,3.9,0.6,1.2,,,,,,,,,,,,6.009552845528460,3.1072357723577200,,0.9696969696969700
250,250,T91,lucas johansen,D,"WAS
                     WAS",24,2,762500.0,,,,,,,,,,,,WSH,85.6,0.0,1.0,9.0,0.15,2.0,3.0,-1.7,-0.3,-0.5,,,,,,,,,,,,,0.34796747967479700,,0.9131736526946110
251,251,T91,byron froese,C,"VGK
                     VGK",30,2,762500.0,VGK,89.65,1.0,1.0,23.0,2.0,2.0,2.0,0.6,0.1,0.2,VGK,170.7,0.0,1.0,30.0,1.48,1.0,5.0,0.3,0.0,0.1,,,,,,,,,,,,0.3644308943089430,0.6939024390243900,,0.8714285714285710
252,252,T91,brad hunt,D,"COL
                     COL",33,2,762500.0,COL,527.07,4.0,3.0,97.0,1.67,7.0,9.0,1.2,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,2.1425609756097600,,,0.9627525252525250
253,253,T94,markus nutivaara,D,"SJS
                     SJS",27,1,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8404907975460100
254,254,T94,philip kessel,RW,"VGK
                     VGK",34,1,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.834862385321100
255,255,96,nick holden,D,"OTT
                     OTT",34,1,1300000.0,OTT,1085.82,2.0,8.0,149.0,2.95,31.0,10.0,-3.6,-0.6,-1.1,,,,,,,,,,,,,,,,,,,,,,,4.4139024390243900,,,1.5902140672782900
256,256,97,vitali kravtsov,RW,"VAN
                     VAN",22,1,875000.0,NYR,319.7,3.0,1.0,53.0,3.45,6.0,8.0,1.6,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,1.2995934959349600,,,1.0606060606060600
257,257,97,vitali kravtsov,RW,"VAN
                     VAN",22,1,875000.0,NYR,319.7,3.0,1.0,53.0,3.45,6.0,8.0,-2.9,-0.5,-0.9,,,,,,,,,,,,,,,,,,,,,,,1.2995934959349600,,,1.0479041916167700
258,258,97,vitali kravtsov,RW,"VAN
                     VAN",22,1,875000.0,VAN,173.4,1.0,1.0,30.0,2.36,1.0,4.0,1.6,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,0.7048780487804880,,,1.0
259,259,97,vitali kravtsov,RW,"VAN
                     VAN",22,1,875000.0,VAN,173.4,1.0,1.0,30.0,2.36,1.0,4.0,-2.9,-0.5,-0.9,,,,,,,,,,,,,,,,,,,,,,,0.7048780487804880,,,1.10479797979798
260,260,98,libor hajek,D,"NYR
                     NYR",23,1,800000.0,NYR,212.15,1.0,0.0,25.0,0.24,7.0,2.0,0.4,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,0.8623983739837400,,,0.98159509202454
261,261,T99,jesper froden,RW,"SEA
                     SEA",27,1,750000.0,SEA,139.95,0.0,2.0,20.0,1.69,5.0,7.0,1.3,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,0.5689024390243900,,,0.9174311926605510
262,262,T99,josh leivo,LW,"STL
                     STL",28,1,750000.0,STL,606.45,4.0,9.0,163.0,8.94,10.0,30.0,7.6,1.3,2.4,,,,,,,,,,,,,,,,,,,,,,,2.4652439024390200,,,0.9174311926605510
263,263,T99,saku maenalanen,RW,"WPG
                     WPG",27,1,750000.0,WPG,661.25,4.0,2.0,109.0,6.65,16.0,23.0,-1.1,-0.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,2.688008130081300,,,0.9090909090909090
264,264,T99,evgeny svechnikov,LW,"SJS
                     SJS",25,1,750000.0,S.J,634.12,8.0,5.0,122.0,7.86,21.0,24.0,2.5,0.4,0.8,,,,,,,,,,,,,,,,,,,,,,,2.5777235772357700,,,0.8982035928143710
265,265,T99,scott harrington,D,"ANA
                     ANA",28,1,750000.0,ANA,311.45,3.0,0.0,26.0,0.78,8.0,0.0,3.9,0.7,1.3,,,,,,,,,,,,,,,,,,,,,,,1.2660569105691100,,,0.8571428571428570
266,266,T99,scott harrington,D,"ANA
                     ANA",28,1,750000.0,ANA,311.45,3.0,0.0,26.0,0.78,8.0,0.0,1.7,0.3,0.6,,,,,,,,,,,,,,,,,,,,,,,1.2660569105691100,,,0.946969696969697
267,267,T99,scott harrington,D,"ANA
                     ANA",28,1,750000.0,S.J,428.17,1.0,3.0,58.0,1.04,2.0,5.0,3.9,0.7,1.3,,,,,,,,,,,,,,,,,,,,,,,1.740528455284550,,,0.9202453987730060
268,268,T99,scott harrington,D,"ANA
                     ANA",28,1,750000.0,S.J,428.17,1.0,3.0,58.0,1.04,2.0,5.0,1.7,0.3,0.6,,,,,,,,,,,,,,,,,,,,,,,1.740528455284550,,,0.9174311926605510
269,269,T99,laurent dauphin,C,"ARI
                     ARI",26,1,750000.0,ARI,219.65,1.0,0.0,41.0,3.09,4.0,10.0,-2.7,-0.5,-0.9,,,,,,,,,,,,,,,,,,,,,,,0.8928861788617890,,,0.9174311926605510
270,270,T99,derick brassard,C,"OTT
                     OTT",34,1,750000.0,OTT,755.18,13.0,8.0,139.0,10.72,24.0,16.0,2.4,0.4,0.8,,,,,,,,,,,,,,,,,,,,,,,3.0698373983739800,,,0.9090909090909090
271,271,1,nathan mackinnon,C,"COL
                     COL",27,8,12600000.0,COL,1584.15,42.0,42.0,629.0,34.13,47.0,43.0,27.8,4.7,9.0,COL,1870.77,51.0,50.0,692.0,38.37,82.0,42.0,36.0,5.9,11.4,COL,1313.97,21.0,42.0,421.0,21.65,85.0,20.0,11.6,1.9,3.6,6.439634146341460,7.604756097560980,5.341341463414640,15.089820359281400
272,272,2,david pastrnak,RW,"BOS
                     BOS",26,8,11250000.0,BOS,1604.0,61.0,31.0,727.0,43.86,109.0,52.0,22.9,3.9,7.4,BOS,1634.23,47.0,39.0,717.0,40.05,98.0,54.0,23.8,3.9,7.6,BOS,1140.88,28.0,28.0,442.0,24.7,81.0,30.0,12.8,2.1,4.0,6.520325203252030,6.6432113821138200,4.637723577235770,12.857142857142900
273,273,3,jonathan huberdeau,LW,"CGY
                     CGY",29,8,10500000.0,CGY,1332.27,15.0,23.0,233.0,18.84,62.0,34.0,7.7,1.3,2.5,CGY,1411.18,12.0,26.0,279.0,19.54,66.0,52.0,1.2,0.2,0.4,CGY,1048.07,21.0,17.0,178.0,14.18,63.0,17.0,5.5,0.9,1.7,5.415731707317070,5.73650406504065,4.260447154471540,13.257575757575800
274,274,4,mathew barzal,C,"NYI
                     NYI",25,8,9150000.0,NYI,1085.65,14.0,22.0,254.0,15.55,68.0,48.0,7.2,1.2,2.3,NYI,1610.6,23.0,38.0,413.0,23.76,90.0,84.0,13.0,2.1,4.1,NYI,610.48,6.0,11.0,171.0,9.17,36.0,10.0,6.2,1.0,1.9,4.413211382113820,6.547154471544720,2.4816260162601600,11.226993865030700
275,275,5,timo meier,LW,"NJD
                     NJD",26,8,8800000.0,N.J,373.58,9.0,4.0,142.0,8.86,18.0,10.0,0.9,0.2,0.3,N.J,1214.5,28.0,14.0,417.0,24.28,29.0,34.0,3.3,0.5,1.1,N.J,976.08,15.0,13.0,353.0,21.78,47.0,14.0,5.4,0.9,1.7,1.5186178861788600,4.936991869918700,3.9678048780487800,10.764525993883800
276,276,5,timo meier,LW,"NJD
                     NJD",26,8,8800000.0,N.J,373.58,9.0,4.0,142.0,8.86,18.0,10.0,12.1,2.0,3.9,N.J,1214.5,28.0,14.0,417.0,24.28,29.0,34.0,3.3,0.5,1.1,N.J,976.08,15.0,13.0,353.0,21.78,47.0,14.0,5.4,0.9,1.7,1.5186178861788600,4.936991869918700,3.9678048780487800,10.764525993883800
277,277,5,timo meier,LW,"NJD
                     NJD",26,8,8800000.0,S.J,1138.67,31.0,13.0,457.0,27.94,47.0,48.0,0.9,0.2,0.3,N.J,1214.5,28.0,14.0,417.0,24.28,29.0,34.0,3.3,0.5,1.1,N.J,976.08,15.0,13.0,353.0,21.78,47.0,14.0,5.4,0.9,1.7,4.628739837398370,4.936991869918700,3.9678048780487800,10.666666666666700
278,278,5,timo meier,LW,"NJD
                     NJD",26,8,8800000.0,S.J,1138.67,31.0,13.0,457.0,27.94,47.0,48.0,12.1,2.0,3.9,N.J,1214.5,28.0,14.0,417.0,24.28,29.0,34.0,3.3,0.5,1.1,N.J,976.08,15.0,13.0,353.0,21.78,47.0,14.0,5.4,0.9,1.7,4.628739837398370,4.936991869918700,3.9678048780487800,10.538922155688600
279,279,6,dylan larkin,C,"DET
                     DET",26,8,8700000.0,DET,1564.43,32.0,24.0,465.0,29.1,47.0,56.0,10.7,1.8,3.4,DET,1371.73,33.0,26.0,425.0,27.29,44.0,48.0,13.0,2.1,4.1,DET,1102.93,23.0,18.0,346.0,25.05,57.0,27.0,7.6,1.2,2.4,6.359471544715450,5.576138211382110,4.483455284552850,9.942857142857140
280,280,T7,mikhail sergachev,D,"UTA
                     UTA",24,8,8500000.0,T.B,1881.07,10.0,27.0,352.0,6.75,45.0,55.0,12.4,2.1,4.0,T.B,766.9,2.0,9.0,141.0,2.85,18.0,7.0,-1.7,-0.3,-0.5,UTA,1313.15,10.0,13.0,245.0,5.75,83.0,22.0,6.4,1.1,2.0,7.6466260162601600,3.1174796747967500,5.338008130081300,10.732323232323200
281,281,T7,bo horvat,C,"NYI
                     NYI",27,8,8500000.0,NYI,612.08,7.0,6.0,140.0,11.11,22.0,11.0,-2.5,-0.4,-0.8,NYI,1595.2,33.0,19.0,430.0,27.32,44.0,35.0,13.8,2.3,4.4,NYI,1080.07,19.0,13.0,293.0,19.3,59.0,12.0,5.2,0.9,1.6,2.488130081300810,6.484552845528460,4.390528455284550,10.429447852760700
282,282,T7,bo horvat,C,"NYI
                     NYI",27,8,8500000.0,NYI,612.08,7.0,6.0,140.0,11.11,22.0,11.0,11.1,1.9,3.6,NYI,1595.2,33.0,19.0,430.0,27.32,44.0,35.0,13.8,2.3,4.4,NYI,1080.07,19.0,13.0,293.0,19.3,59.0,12.0,5.2,0.9,1.6,2.488130081300810,6.484552845528460,4.390528455284550,10.397553516819600
283,283,T7,bo horvat,C,"NYI
                     NYI",27,8,8500000.0,VAN,1019.68,31.0,14.0,213.0,20.25,15.0,27.0,-2.5,-0.4,-0.8,NYI,1595.2,33.0,19.0,430.0,27.32,44.0,35.0,13.8,2.3,4.4,NYI,1080.07,19.0,13.0,293.0,19.3,59.0,12.0,5.2,0.9,1.6,4.1450406504065000,6.484552845528460,4.390528455284550,10.397553516819600
284,284,T7,bo horvat,C,"NYI
                     NYI",27,8,8500000.0,VAN,1019.68,31.0,14.0,213.0,20.25,15.0,27.0,11.1,1.9,3.6,NYI,1595.2,33.0,19.0,430.0,27.32,44.0,35.0,13.8,2.3,4.4,NYI,1080.07,19.0,13.0,293.0,19.3,59.0,12.0,5.2,0.9,1.6,4.1450406504065000,6.484552845528460,4.390528455284550,10.303030303030300
285,285,T7,pierre-luc dubois,C,"WAS
                     WAS",25,8,8500000.0,WPG,1346.98,27.0,18.0,380.0,31.68,47.0,40.0,13.8,2.3,4.5,L.A,1287.77,16.0,15.0,286.0,21.42,30.0,21.0,-0.6,-0.1,-0.2,WSH,943.48,13.0,22.0,198.0,18.23,39.0,6.0,15.7,2.6,4.9,5.475528455284550,5.234837398373980,3.835284552845530,10.179640718562900
286,286,10,roope hintz,LW,"DAL
                     DAL",26,8,8450000.0,DAL,1281.72,37.0,24.0,316.0,29.63,38.0,26.0,18.8,3.2,6.1,DAL,1379.18,30.0,17.0,330.0,27.87,37.0,24.0,24.2,4.0,7.7,DAL,862.97,22.0,9.0,204.0,18.91,53.0,13.0,1.8,0.3,0.6,5.210243902439030,5.606422764227640,3.508008130081300,9.657142857142860
287,287,11,tim stützle,C,"OTT
                     OTT",20,8,8350000.0,OTT,1658.63,39.0,30.0,442.0,32.46,62.0,61.0,7.9,1.3,2.5,OTT,1583.88,18.0,19.0,367.0,24.43,68.0,48.0,14.6,2.4,4.6,OTT,1114.08,17.0,17.0,221.0,12.27,45.0,16.0,14.7,2.4,4.6,6.7423983739837400,6.4385365853658500,4.528780487804880,10.542929292929300
288,288,T12,robert thomas,C,"STL
                     STL",23,8,8125000.0,STL,1412.07,18.0,30.0,175.0,13.56,40.0,67.0,11.2,1.9,3.6,STL,1719.25,26.0,35.0,326.0,25.77,54.0,70.0,10.5,1.7,3.3,STL,880.42,13.0,17.0,203.0,12.46,64.0,13.0,1.3,0.2,0.4,5.740121951219510,6.988821138211380,3.5789430894308900,9.969325153374230
289,289,T12,jordan kyrou,C,"STL
                     STL",24,8,8125000.0,STL,1422.3,37.0,24.0,470.0,24.2,55.0,54.0,7.3,1.2,2.4,STL,1503.18,31.0,22.0,506.0,27.13,53.0,51.0,12.5,2.0,4.0,STL,1008.23,23.0,14.0,323.0,16.92,59.0,16.0,10.1,1.6,3.1,5.78170731707317,6.110487804878050,4.09849593495935,9.938837920489300
290,290,14,jesper bratt,LW,"NJD
                     NJD",24,8,7875000.0,N.J,1424.13,32.0,22.0,381.0,25.25,44.0,41.0,10.9,1.8,3.5,N.J,1583.2,27.0,36.0,447.0,30.15,45.0,39.0,23.6,3.9,7.5,N.J,1074.67,17.0,27.0,272.0,21.36,41.0,9.0,9.0,1.5,2.8,5.7891463414634200,6.435772357723580,4.368577235772360,9.63302752293578
291,291,15,cole caufield,RW,"MTL
                     MTL",22,8,7850000.0,MTL,830.28,26.0,2.0,294.0,16.88,23.0,19.0,5.6,0.9,1.8,MTL,1592.48,28.0,23.0,564.0,33.13,41.0,33.0,10.6,1.7,3.4,MTL,1002.13,26.0,16.0,302.0,21.23,43.0,14.0,5.5,0.9,1.7,3.375121951219510,6.473495934959350,4.07369918699187,9.515151515151520
292,292,16,j.t. miller,C,"NYR
                     NYR",29,7,8000000.0,VAN,1675.03,32.0,37.0,403.0,25.31,46.0,58.0,-0.6,-0.1,-0.2,VAN,1578.68,37.0,44.0,376.0,30.66,50.0,36.0,12.9,2.1,4.1,NYR,90.2,2.0,1.0,20.0,1.52,8.0,1.0,1.9,0.3,0.6,6.809065040650410,6.41739837398374,0.36666666666666700,9.580838323353290
293,293,16,j.t. miller,C,"NYR
                     NYR",29,7,8000000.0,VAN,1675.03,32.0,37.0,403.0,25.31,46.0,58.0,-0.6,-0.1,-0.2,VAN,1578.68,37.0,44.0,376.0,30.66,50.0,36.0,12.9,2.1,4.1,NYR,90.2,2.0,1.0,20.0,1.52,8.0,1.0,3.3,0.5,1.0,6.809065040650410,6.41739837398374,0.36666666666666700,9.142857142857140
294,294,16,j.t. miller,C,"NYR
                     NYR",29,7,8000000.0,VAN,1675.03,32.0,37.0,403.0,25.31,46.0,58.0,-0.6,-0.1,-0.2,VAN,1578.68,37.0,44.0,376.0,30.66,50.0,36.0,12.9,2.1,4.1,VAN,718.12,9.0,17.0,151.0,11.75,36.0,11.0,1.9,0.3,0.6,6.809065040650410,6.41739837398374,2.919186991869920,10.1010101010101
