"Player","Season","Team","Position","GP","TOI_All","EVO_GAR","EVD_GAR","PPO_GAR","SHD_GAR","Take_GAR","Draw_GAR","Off_GAR","Def_GAR","Pens_GAR","GAR","WAR","SPAR"
"Connor Bedard","23-24","CHI","C",68,1345.2,6.1,-5.7,3.6,0,0.5,2.5,9.7,-5.7,3,7,1.2,2.2
"Connor Brown","23-24","EDM","R",71,908.8,-6.3,-1.9,-0.3,0,1.2,-1.1,-6.6,-1.9,0.1,-8.4,-1.4,-2.7
"Connor Clifton","23-24","BUF","D",79,1307.9,2.7,-1.9,0,0,-0.2,0.4,2.7,-2,0.2,0.9,0.2,0.3
"Connor Dewar","23-24","MIN","C",57,642.7,-0.1,1.6,0,1.3,0.7,-0.8,-0.1,2.9,-0.1,2.7,0.4,0.9
"Connor Dewar","23-24","TOR","C",17,219.4,0.1,1.4,0,1.1,-0.2,-0.3,0.2,2.4,-0.5,2.1,0.3,0.7
"Connor McDavid","23-24","EDM","C",76,1623.3,19.1,0.7,6.3,1,0.9,4.2,25.5,1.7,5.2,32.4,5.3,10.3
"Connor McMichael","23-24","WSH","C",80,1278.9,-3.8,-1.9,1,-1.1,0.1,-0.4,-2.7,-3,-0.3,-6,-1,-1.9
"Connor Murphy","23-24","CHI","D",46,912.3,-1,-0.3,-0.1,1.2,-0.7,0.9,-1.1,1,0.1,0,0,0
"Connor Zary","23-24","CGY","C",63,962.2,7.2,2.9,-1.6,0,0.4,1,5.6,2.9,1.4,10,1.6,3.2
"Conor Garland","23-24","VAN","R",82,1192.2,10.7,6.5,0,0,1.7,1.2,10.8,6.5,2.9,20.2,3.3,6.4
"Conor Sheary","23-24","T.B","L",57,632.2,0.6,-0.6,0,-0.6,0.6,-0.9,0.6,-1.2,-0.4,-1,-0.2,-0.3
"Conor Timmins","23-24","TOR","D",25,400.5,3.1,1.6,0.3,0,-0.4,0,3.4,1.6,-0.4,4.6,0.8,1.5
"Corey Perry","23-24","CHI","R",16,234.4,1.6,1.1,-0.6,0,-0.2,-0.3,1,1.1,-0.5,1.5,0.3,0.5
"Corey Perry","23-24","EDM","R",38,488.2,4.1,1.2,0.1,0,0,-0.1,4.2,1.2,0,5.3,0.9,1.7
"Craig Smith","23-24","DAL","C",75,766.2,0.7,1.9,0,0.1,-0.5,-0.7,0.7,1.9,-1.2,1.4,0.2,0.5
"Curtis Lazar","23-24","N.J","C",71,879.7,3.7,1.6,0,2.5,0.1,1,3.7,4.1,1.1,8.9,1.5,2.8
"Daemon Hunt","23-24","MIN","D",12,138.1,-1.3,-1.9,0,0,0.3,0,-1.3,-1.9,0.3,-2.9,-0.5,-0.9
"Dakota Joshua","23-24","VAN","C",63,906.3,3.7,0.1,0.2,1.5,-0.3,1.5,3.8,1.6,1.2,6.6,1.1,2.1
"Dakota Mermis","23-24","MIN","D",47,662.1,-1.1,-1.3,0,-1.2,-0.1,0,-1.1,-2.4,-0.1,-3.7,-0.6,-1.2
"Damon Severson","23-24","CBJ","D",67,1416.9,3.6,0.9,-1.1,-0.7,-1.2,-0.1,2.5,0.3,-1.3,1.5,0.2,0.5
"Daniel Sprong","23-24","DET","R",76,912,7,-4.2,2.6,0,0.1,0.3,9.6,-4.2,0.4,5.8,0.9,1.8
"Daniil Miromanov","23-24","CGY","D",20,425.1,-0.5,3.5,-1.1,0,0.2,-0.4,-1.6,3.5,-0.2,1.6,0.3,0.5
"Daniil Miromanov","23-24","VGK","D",4,72.2,-0.3,-0.6,-0.4,0,0.2,0.1,-0.7,-0.6,0.3,-1.1,-0.2,-0.3
"Danil Gushchin","23-24","S.J","L",4,58.7,-0.3,-0.5,0,0,0.1,-0.1,-0.3,-0.5,0,-0.8,-0.1,-0.3
"Dante Fabbro","23-24","NSH","D",56,915.6,2,1.3,-0.1,0.8,0.2,-0.6,1.9,2.2,-0.3,3.8,0.6,1.2
"Danton Heinen","23-24","BOS","L",74,1070.4,8.4,-2.1,0.2,2,-0.1,-1.7,8.6,-0.1,-1.7,6.7,1.1,2.1
"Darnell Nurse","23-24","EDM","D",81,1773.4,1.6,-0.4,0.9,1.1,-0.7,0.3,2.5,0.7,-0.4,2.9,0.5,0.9
"Darren Raddysh","23-24","T.B","D",82,1567.3,3.5,3.9,0.7,2.1,1.9,0.8,4.2,6,2.8,13,2.1,4.1
"David Gustafsson","23-24","WPG","C",39,361.1,-0.2,0.5,0,-0.6,0.8,-0.4,-0.2,-0.1,0.4,0.1,0,0
"David Jiricek","23-24","CBJ","D",43,627.7,-4,-0.2,0,0,-0.6,0,-4,-0.2,-0.6,-4.8,-0.8,-1.5
"David Kampf","23-24","TOR","C",78,1052,-2,-2.8,0.1,1,1.1,-0.4,-1.9,-1.8,0.7,-3,-0.5,-1
"David Pastrnak","23-24","BOS","R",82,1634.2,16.9,-1.6,5.4,0,0.5,2.6,22.3,-1.6,3.1,23.8,3.9,7.6
"David Perron","23-24","DET","L",76,1187.8,2,-1.2,2.8,0,-0.5,-1,4.8,-1.2,-1.6,2,0.3,0.6
"David Savard","23-24","MTL","D",60,1214.5,6.7,-1.9,-0.1,-4.2,0.9,-0.7,6.7,-6.1,0.2,0.7,0.1,0.2
"Dawson Mercer","23-24","N.J","C",82,1411.8,-2.6,-1.7,-0.7,0.8,2.3,-1.6,-3.2,-0.9,0.7,-3.5,-0.6,-1.1
"Declan Chisholm","23-24","MIN","D",29,489.3,-3.9,2.6,1,0.4,0.3,-0.5,-2.9,3,-0.2,-0.1,0,0
"Denis Gurianov","23-24","NSH","R",14,176.2,0.9,1,-0.3,0,0.4,-0.2,0.6,1,0.2,1.8,0.3,0.6
"Dennis Gilbert","23-24","CGY","D",34,417.6,-4,1.3,0,0.5,0.5,-0.1,-4,1.8,0.4,-1.8,-0.3,-0.6
"Derek Forbort","23-24","BOS","D",35,622.8,1.3,4.6,0,1.1,0.8,-0.3,1.3,5.7,0.4,7.5,1.2,2.4
"Derek Ryan","23-24","EDM","C",70,713.5,-4.8,3.2,0,-1.6,1.1,1.6,-4.8,1.6,2.7,-0.5,-0.1,-0.2
"Derrick Pouliot","23-24","DAL","D",5,60.7,-0.4,-1.1,0,0,0.1,-0.1,-0.4,-1.1,0.1,-1.5,-0.2,-0.5
"Devin Shore","23-24","SEA","C",21,168.2,2.6,1.3,0,0,0.1,-0.2,2.6,1.3,-0.1,3.7,0.6,1.2
"Devon Toews","23-24","COL","D",82,1921.2,6.3,3.9,-0.5,-2.1,2.7,0,5.8,1.8,2.7,10.3,1.7,3.3
"Dillon Dube","23-24","CGY","C",43,480,-0.9,-2.8,0.2,-0.3,0.2,0.1,-0.7,-3.1,0.4,-3.4,-0.6,-1.1
"Dmitri Voronkov","23-24","CBJ","L",75,1009.3,4,-1.7,4.1,0,-0.9,-1.3,8.1,-1.7,-2.1,4.2,0.7,1.4
"Dmitry Kulikov","23-24","FLA","D",76,1255.1,0.9,-0.6,0,2,-0.6,0.7,0.9,1.4,0.1,2.4,0.4,0.7
"Dmitry Orlov","23-24","CAR","D",82,1419.8,-0.4,3.5,0.9,2.8,1.2,2.4,0.5,6.3,3.5,10.4,1.7,3.3
"Dominic Toninato","23-24","WPG","C",15,152.9,0.6,1.8,0,0,-0.2,0.1,0.6,1.8,-0.1,2.2,0.4,0.7
"Dominik Kubalik","23-24","OTT","L",74,897,-6.8,-5.4,0.4,0,0.8,-1.5,-6.4,-5.4,-0.8,-12.6,-2.1,-4
"Dougie Hamilton","23-24","N.J","D",20,419.5,0.6,0,3.6,0.1,-0.9,-0.4,4.2,0.1,-1.4,2.8,0.5,0.9
"Drake Batherson","23-24","OTT","R",82,1490.2,3.9,0.3,2.9,0,0.7,-0.7,6.8,0.3,-0.1,7.1,1.2,2.3
"Drew Doughty","23-24","L.A","D",82,2115.1,-0.9,6,1.3,-0.3,1,0.2,0.4,5.7,1.2,7.4,1.2,2.3
"Drew O'Connor","23-24","PIT","L",79,1243.9,3.6,-3.7,-0.2,1.9,1.2,-0.2,3.4,-1.7,1,2.7,0.4,0.9
"Dryden Hunt","23-24","CGY","L",28,311.6,2.4,0,-0.1,0,0.5,0.8,2.4,0,1.2,3.6,0.6,1.1
"Dylan Cozens","23-24","BUF","C",79,1360.8,1.7,-3.5,-0.4,0.9,2.6,-0.6,1.3,-2.6,1.9,0.6,0.1,0.2
"Dylan Demelo","23-24","WPG","D",82,1781.8,9.8,2.3,0.2,1.3,0.3,0.1,9.9,3.6,0.4,13.9,2.3,4.4
"Dylan Guenther","23-24","ARI","R",45,732.6,5.8,0.7,1.1,0.7,0.4,-0.4,6.9,1.4,0,8.2,1.4,2.6
"Dylan Holloway","23-24","EDM","L",38,432.1,-1.4,1,0.1,0.1,-0.1,0.6,-1.3,1.1,0.5,0.3,0,0.1
"Dylan Larkin","23-24","DET","C",68,1371.7,11.5,-1.8,2,-1.8,1.5,1.7,13.5,-3.6,3.2,13,2.1,4.1
"Dylan Samberg","23-24","WPG","D",78,1218.8,-3.5,2.8,0,1.2,-0.1,-0.2,-3.4,4,-0.3,0.3,0,0.1
"Dylan Strome","23-24","WSH","C",82,1471.9,8.4,1.5,1.2,0,1.3,-1.5,9.7,1.5,-0.2,11,1.8,3.5
"Eeli Tolvanen","23-24","SEA","R",81,1267,0.5,2.2,-1.9,0.1,0.7,-1.8,-1.3,2.3,-1.1,-0.2,0,-0.1
"Eetu Luostarinen","23-24","FLA","C",82,1306.8,-2.4,4.2,0.6,0.4,0.2,1.2,-1.7,4.6,1.4,4.4,0.7,1.4
"Egor Zamula","23-24","PHI","D",66,1059.1,0.9,0.4,1.4,0.2,-0.6,-0.1,2.2,0.6,-0.7,2.1,0.4,0.7
"Elias Lindholm","23-24","CGY","C",49,1016.7,3.4,-0.9,-2.9,-0.3,1,-0.7,0.4,-1.1,0.3,-0.4,-0.1,-0.1
"Elias Lindholm","23-24","VAN","C",26,460.3,-2.5,-0.3,-1.4,0.3,0.5,-0.8,-3.8,0,-0.2,-4.1,-0.7,-1.3
"Elias Pettersson","23-24","VAN","C",82,1611.3,17.2,0.2,4.6,1,2.3,2,21.9,1.2,4.2,27.3,4.5,8.7
"Emil Andrae","23-24","PHI","D",4,52,0.1,0.3,0,0,0.1,-0.1,0.1,0.3,0.1,0.5,0.1,0.2
"Emil Bemstrom","23-24","CBJ","R",32,413.2,0.4,0.7,0.3,0,-0.2,-0.7,0.7,0.7,-0.9,0.5,0.1,0.2
"Emil Bemstrom","23-24","PIT","C",24,210.6,1.5,0.7,0.3,0,0.3,-0.1,1.8,0.7,0.2,2.8,0.5,0.9
"Emil Martinsen Lilleberg","23-24","T.B","D",37,598.9,-1.6,1.4,0,-0.2,0,-0.5,-1.6,1.3,-0.4,-0.8,-0.1,-0.2
"Eric Robinson","23-24","BUF","L",40,439.9,-0.1,-1,0,-0.2,0.4,-0.8,-0.1,-1.3,-0.4,-1.7,-0.3,-0.6
"Eric Robinson","23-24","CBJ","L",7,92.7,-1.2,-1.3,0,0.4,0.2,-0.2,-1.2,-1,0,-2.2,-0.4,-0.7
"Erik Brannstrom","23-24","OTT","D",76,1260.9,-2.1,3.2,-0.9,-1.5,0.1,-0.7,-3,1.7,-0.6,-2,-0.3,-0.6
"Erik Cernak","23-24","T.B","D",69,1323.6,-0.2,-1.3,0,2.7,0.1,-0.9,-0.1,1.4,-0.8,0.4,0.1,0.1
"Erik Gudbranson","23-24","CBJ","D",78,1533.5,-6.4,3.5,0,-1.3,1,0.7,-6.4,2.2,1.7,-2.5,-0.4,-0.8
"Erik Gustafsson (D)","23-24","NYR","D",76,1321.8,2,2.4,2,-0.3,0.4,0.1,4,2.1,0.5,6.6,1.1,2.1
"Erik Haula","23-24","N.J","L",76,1282.7,2.7,4.5,-0.8,-0.6,-2.1,-1.1,1.9,4,-3.2,2.7,0.4,0.8
"Erik Johnson","23-24","BUF","D",50,690.4,-0.4,-2.8,0,-1.2,1.1,0.3,-0.4,-4.1,1.4,-3.1,-0.5,-1
"Erik Johnson","23-24","PHI","D",17,279.3,-2.3,1.4,0,0,0.4,-0.3,-2.3,1.4,0.1,-0.8,-0.1,-0.3
"Erik Karlsson","23-24","PIT","D",82,1990,4.3,-0.7,0.6,0.2,0.3,0.3,4.8,-0.5,0.6,4.9,0.8,1.6
"Esa Lindell","23-24","DAL","D",82,1678.7,1.9,5.2,0.1,1.5,2.5,-1,1.9,6.7,1.5,10.1,1.7,3.2
"Ethan Bear","23-24","WSH","D",24,357.7,-0.2,-0.7,-0.2,0,-0.1,-0.4,-0.3,-0.7,-0.5,-1.6,-0.3,-0.5
"Evan Bouchard","23-24","EDM","D",81,1862.8,13.4,1.9,5.3,0.5,1.1,0.2,18.7,2.4,1.4,22.5,3.7,7.2
"Evan Rodrigues","23-24","FLA","C",80,1213.4,5.5,3.3,-1.9,0.1,0.1,0.9,3.7,3.4,0.9,8,1.3,2.5
"Evander Kane","23-24","EDM","L",77,1291.8,-0.5,-4.6,0.3,0,-1.3,0,-0.3,-4.6,-1.3,-6.1,-1,-2
"Evgeni Malkin","23-24","PIT","C",82,1523.9,6.8,-0.5,1,0,-1.8,1.8,7.8,-0.5,0,7.3,1.2,2.3
"Evgeny Dadonov","23-24","DAL","R",51,672,-0.1,1.1,-0.1,0,0.8,-0.5,-0.2,1.1,0.3,1.2,0.2,0.4
"Evgeny Kuznetsov","23-24","CAR","C",20,297.2,-0.7,-2.3,-0.2,0,0.1,-0.1,-0.9,-2.3,0,-3.2,-0.5,-1
"Evgeny Kuznetsov","23-24","WSH","C",43,807.8,-3.1,-3.6,-3.1,0.6,-0.1,-1.4,-6.2,-3,-1.5,-10.7,-1.7,-3.4
"Fabian Zetterlund","23-24","S.J","L",82,1546.2,7.5,-5.6,2.9,1.9,0.6,-0.7,10.4,-3.7,-0.2,6.5,1.1,2.1
"Filip Chytil","23-24","NYR","C",10,159.3,1.2,0.7,0.1,0,0,-0.1,1.4,0.7,-0.1,2,0.3,0.6
"Filip Forsberg","23-24","NSH","L",82,1549.6,14.3,1.9,4.9,0,0.1,1.9,19.2,1.9,2,23.1,3.8,7.3
"Filip Hronek","23-24","VAN","D",81,1898.8,9.8,-1.4,2.4,-1.3,1.1,0.4,12.2,-2.8,1.5,10.9,1.8,3.5
"Filip Roos","23-24","CHI","D",4,58.9,-0.3,-1.5,0,0,0.1,-0.1,-0.4,-1.5,0.1,-1.8,-0.3,-0.6
"Filip Zadina","23-24","S.J","R",72,960.5,0.9,-6.7,-0.8,-0.3,0.3,0.7,0.1,-7,1,-5.9,-1,-1.9
"Frank Vatrano","23-24","ANA","R",82,1504.2,8.5,-4.4,0.9,-0.6,-1.6,0.4,9.4,-5,-1.2,3.1,0.5,1
"Frederick Gaudreau","23-24","MIN","C",67,934.1,-5.5,-1,-0.1,0.8,1.2,-1.6,-5.7,-0.1,-0.5,-6.2,-1,-2
"Fredrik Olofsson","23-24","COL","L",57,556.2,-1,-0.5,0,-0.4,0.5,0.1,-1,-0.9,0.6,-1.2,-0.2,-0.4
"Gabriel Vilardi","23-24","WPG","C",47,799.4,6.4,-2,0.5,0,0.7,1.7,6.9,-2,2.4,7.3,1.2,2.3
"Garnet Hathaway","23-24","PHI","R",82,1024.7,-0.8,5.4,-0.2,0.9,-0.6,1.7,-0.9,6.3,1.1,6.5,1.1,2.1
"Givani Smith","23-24","S.J","R",36,281.1,-0.9,-0.7,0,0,-0.7,0.1,-0.9,-0.7,-0.5,-2.1,-0.4,-0.7
"Grigori Denisenko","23-24","VGK","L",6,65.1,-0.7,-0.3,0,0,0,-0.1,-0.7,-0.3,-0.2,-1.1,-0.2,-0.4
"Gustav Forsling","23-24","FLA","D",79,1749.2,10.4,4.8,0,-0.4,1.6,0.3,10.4,4.3,1.8,16.6,2.7,5.3
"Gustav Lindstrom","23-24","ANA","D",32,494.4,5.3,1.6,0,-0.3,-0.5,-0.5,5.3,1.3,-1,5.6,0.9,1.8
"Gustav Lindstrom","23-24","MTL","D",14,213.9,-1.5,0.1,0,0,0,0,-1.5,0.1,-0.1,-1.4,-0.2,-0.5
"Gustav Nyquist","23-24","NSH","C",81,1437.1,5.9,-3.5,3.2,-0.6,2.5,-0.3,9.1,-4.2,2.2,7.1,1.2,2.3
"Hampus Lindholm","23-24","BOS","D",73,1699.9,0.3,6.9,2.2,-0.8,-1.4,0.8,2.4,6.1,-0.6,8,1.3,2.5
"Hardy Haman Aktell","23-24","WSH","D",6,63.8,-0.2,-0.4,0,0,-0.1,-0.1,-0.2,-0.4,-0.1,-0.7,-0.1,-0.2
"Haydn Fleury","23-24","T.B","D",24,387,2,1.7,0,1,0.1,0.2,2,2.7,0.2,4.9,0.8,1.6
"Hendrix Lapierre","23-24","WSH","C",51,583.3,2.6,-1.5,2.2,0,1,0.2,4.8,-1.5,1.2,4.6,0.7,1.5
"Henri Jokiharju","23-24","BUF","D",74,1404.5,4.4,0.4,-0.7,0.2,0.9,-0.5,3.7,0.6,0.4,4.7,0.8,1.5
"Henry Thrun","23-24","S.J","D",51,1020,-1,-2.3,0.8,0.4,0.7,-0.2,-0.2,-1.8,0.5,-1.6,-0.3,-0.5
"Hudson Fasching","23-24","NYI","R",45,541.9,-0.4,1.7,0.1,0,0.7,-0.6,-0.4,1.8,0.1,1.5,0.2,0.5
"Ian Cole","23-24","VAN","D",78,1457.8,1.8,6,-0.1,1.5,-0.8,-0.1,1.7,7.5,-0.8,8.4,1.4,2.7
"Ian Mitchell","23-24","BOS","D",13,199,2.1,-0.2,0,0.1,-0.4,-0.2,2.1,-0.1,-0.6,1.4,0.2,0.4
"Ilya Lyubushkin","23-24","ANA","D",55,943.2,-1.3,-3.4,0,-3.3,-1.1,0.2,-1.3,-6.7,-0.9,-8.9,-1.5,-2.8
"Ilya Lyubushkin","23-24","TOR","D",19,324,0.5,1.4,0,0.1,0.1,-0.1,0.5,1.5,0,2,0.3,0.6
"Ilya Mikheyev","23-24","VAN","R",78,1112.6,0.7,3.2,-2.5,0.5,2.2,0.3,-1.8,3.7,2.5,4.4,0.7,1.4
"Ilya Solovyov","23-24","CGY","D",10,158.9,-2.6,-0.3,0,0.3,0,-0.2,-2.6,0,-0.2,-2.8,-0.5,-0.9
"Isaak Phillips","23-24","CHI","D",33,563.4,-3.3,-7.1,0,0.3,0.1,-0.1,-3.4,-6.8,0,-10.1,-1.7,-3.2
"Isac Lundestrom","23-24","ANA","C",46,659.7,-0.7,3,-0.3,0.5,1.3,-0.4,-1.1,3.5,0.8,3.3,0.5,1.1
"Isak Rosen","23-24","BUF","R",7,60.1,-1.3,-0.1,0,0,0.1,0.2,-1.3,-0.1,0.3,-1.1,-0.2,-0.3
"Ivan Barbashev","23-24","VGK","C",82,1321.3,9.3,-3.4,0.7,0,0.2,1.1,9.9,-3.4,1.2,7.8,1.3,2.5
"Ivan Miroshnichenko","23-24","WSH","L",21,254.9,-0.8,0.1,0.1,0,0.1,0,-0.7,0.1,0.1,-0.5,-0.1,-0.2
"Ivan Provorov","23-24","CBJ","D",82,1817.3,2,-3.1,-0.7,-0.2,2.5,-0.4,1.3,-3.3,2.1,0.1,0,0
"J.T. Compher","23-24","DET","L",77,1492.9,4,0.1,0.3,-4,2,-1.1,4.3,-3.9,0.9,1.3,0.2,0.4
"J.T. Miller","23-24","VAN","C",81,1578.7,13.5,-2.9,4.1,-1.7,0.3,-0.4,17.6,-4.6,-0.2,12.9,2.1,4.1
"Jaccob Slavin","23-24","CAR","D",81,1695.5,4.6,4,-0.5,0.4,3,0.1,4,4.4,3.1,11.5,1.9,3.6
"Jack Drury","23-24","CAR","C",74,909.5,1.4,6.2,2.9,-0.2,0.4,0.2,4.3,6,0.6,10.8,1.8,3.4
"Jack Eichel","23-24","VGK","C",63,1292.8,7.1,3.5,1.8,-0.3,1.2,2,8.9,3.2,3.1,15.3,2.5,4.8
"Jack Hughes","23-24","N.J","C",62,1300.4,5,-0.8,4.6,0,2,2.8,9.6,-0.8,4.8,13.6,2.2,4.3
"Jack Johnson","23-24","COL","D",80,1194.2,4.6,-1.2,0,1.8,0.9,0.1,4.7,0.6,1,6.3,1,2
"Jack McBain","23-24","ARI","C",67,845.8,7.8,-0.7,0,2.6,0.1,-0.3,7.7,1.9,-0.2,9.4,1.5,3
"Jack Quinn","23-24","BUF","R",27,422.3,4.4,-0.8,-0.6,-0.8,0.1,-0.5,3.8,-1.6,-0.4,1.8,0.3,0.6
"Jack Roslovic","23-24","CBJ","C",40,662.1,3.4,-0.5,0.7,0.3,0.4,-0.3,4.1,-0.1,0.1,4.1,0.7,1.3
"Jack Roslovic","23-24","NYR","C",19,255.6,0.5,0.2,0.4,0,0.4,0,0.9,0.2,0.4,1.5,0.2,0.5
"Jack St. Ivany","23-24","PIT","D",14,191.8,0.1,0.6,0,-0.3,0.3,-0.2,0.1,0.3,0.1,0.5,0.1,0.2
"Jack Studnicka","23-24","S.J","C",17,201,-2.5,-1.4,0,0.3,-0.1,-0.2,-2.5,-1.1,-0.4,-3.9,-0.6,-1.3
"Jack Studnicka","23-24","VAN","C",5,51,0.2,-0.1,0.1,-0.1,0.1,-0.1,0.3,-0.2,0,0.1,0,0
"Jackson Lacombe","23-24","ANA","D",71,1375.8,-4.2,0.9,0.4,1.4,0.6,-0.7,-3.8,2.2,-0.1,-1.7,-0.3,-0.5
"Jacob Bernard-Docker","23-24","OTT","D",72,1129.9,0.3,0.3,0,-1.1,0.6,-0.4,0.3,-0.8,0.2,-0.3,-0.1,-0.1
"Jacob Bryson","23-24","BUF","D",36,528.4,-1.5,3.3,0,-0.9,0.4,0.2,-1.5,2.4,0.6,1.5,0.2,0.5
"Jacob Lucchini","23-24","MIN","C",40,383.9,-0.2,0.1,0,-1.2,0.1,-0.8,-0.2,-1.1,-0.7,-2,-0.3,-0.6
"Jacob MacDonald","23-24","S.J","D",34,408.7,-2.9,-0.1,3.7,0,-0.3,0.5,0.8,-0.2,0.2,0.9,0.1,0.3
"Jacob Middleton","23-24","MIN","D",80,1584.7,-2.6,1.8,0,-0.8,-0.1,1.6,-2.6,1,1.5,-0.1,0,0
"Jacob Moverare","23-24","L.A","D",24,250.7,-0.4,-0.1,0,0,0,-0.1,-0.4,-0.1,-0.1,-0.6,-0.1,-0.2
"Jacob Peterson","23-24","S.J","C",6,79.5,-1.1,-0.3,0,-0.4,-0.2,0.2,-1.1,-0.7,0,-1.7,-0.3,-0.5
"Jacob Trouba","23-24","NYR","D",69,1466,-3,-2.1,-0.2,-0.2,0.1,0.3,-3.2,-2.3,0.3,-5.3,-0.9,-1.7
"Jaden Schwartz","23-24","SEA","C",62,1014.5,0.7,2.1,1.9,0,-0.1,0.3,2.6,2.1,0.2,4.9,0.8,1.5
"Jake Bean","23-24","CBJ","D",72,1175.6,-2,2.4,0,0.1,-0.4,0.1,-2,2.5,-0.3,0.2,0,0.1
"Jake Christiansen","23-24","CBJ","D",12,158.6,-0.3,-1,0,0,0.2,-0.2,-0.3,-1,0,-1.2,-0.2,-0.4
"Jake Debrusk","23-24","BOS","L",80,1346.6,1.5,0.3,1.8,0,1.8,-1.2,3.3,0.3,0.6,4.1,0.7,1.3
"Jake Evans","23-24","MTL","C",82,1313.5,1.9,-0.9,-0.2,-4.4,0.9,0.2,1.7,-5.3,1.1,-2.6,-0.4,-0.8
"Jake Guentzel","23-24","CAR","C/L",17,297.5,3.9,2.6,3.1,0,0,0.1,7,2.6,0.1,9.6,1.6,3.1
"Jake Guentzel","23-24","PIT","L",50,1043.9,5.3,-3.5,-1.1,0,1.3,1,4.3,-3.5,2.3,3.1,0.5,1
"Jake McCabe","23-24","TOR","D",73,1507.9,4.6,1.3,0.1,0.1,0,0.3,4.7,1.4,0.3,6.4,1.1,2
"Jake Neighbours","23-24","STL","L",77,1209.4,2.9,-2.8,4.1,0,1.4,0.8,7,-2.8,2.3,6.4,1.1,2
"Jake Sanderson","23-24","OTT","D",79,1834.2,3.7,4.6,0.8,1,2.7,-1.1,4.6,5.6,1.7,11.8,1.9,3.8
"Jake Walman","23-24","DET","D",63,1245.5,3,-5,-0.6,-0.9,0.2,1.6,2.4,-5.9,1.8,-1.7,-0.3,-0.5
"Jakob Chychrun","23-24","OTT","D",82,1836,2.5,2,3.9,0.2,0.3,-0.1,6.4,2.2,0.2,8.9,1.5,2.8
"Jakob Pelletier","23-24","CGY","L",13,120.5,0.6,0.1,0,0,0.1,-0.3,0.6,0.1,-0.2,0.5,0.1,0.2
"Jakob Silfverberg","23-24","ANA","R",81,1057.1,-2.7,3.8,-0.4,-2.2,0.1,0.4,-3.1,1.7,0.5,-1,-0.2,-0.3
"Jakub Lauko","23-24","BOS","C",60,589.2,-1.9,1.6,0,0.1,-0.1,0.1,-2,1.6,-0.1,-0.4,-0.1,-0.1
"Jakub Vrana","23-24","STL","L",21,254.7,1.4,-3.9,-1.5,0,-0.2,-0.4,-0.1,-3.9,-0.5,-4.5,-0.7,-1.4
"Jalen Chatfield","23-24","CAR","D",72,1094.2,5,3.8,0,1.2,0.6,0.4,5,5,1,11,1.8,3.5
"James Hamblin","23-24","EDM","L",31,245.7,1.7,0.5,0,0,0.6,-0.2,1.7,0.6,0.4,2.6,0.4,0.8
"James Malatesta","23-24","CBJ","L",11,112.4,0.5,-1.5,-0.1,0,0.3,0.1,0.5,-1.5,0.4,-0.6,-0.1,-0.2
"James Van Riemsdyk","23-24","BOS","L",71,958.9,0.4,0.8,0,0,0.3,-1.4,0.4,0.8,-1.1,0.2,0,0.1
"Jamie Benn","23-24","DAL","L",82,1239.8,2.7,-1.8,3.8,2.1,-0.2,1.4,6.5,0.3,1.2,8,1.3,2.6
"Jamie Drysdale","23-24","ANA","D",10,215.9,-0.3,-1.4,-1,0.1,0.1,-0.2,-1.3,-1.3,-0.1,-2.7,-0.4,-0.9
"Jamie Drysdale","23-24","PHI","D",24,451.3,-6.4,-0.8,0,0,0.6,0,-6.4,-0.8,0.7,-6.5,-1.1,-2.1
"Jamie Oleksiak","23-24","SEA","D",82,1611.2,2.6,1.6,0,1.4,0,-0.8,2.5,3,-0.7,4.8,0.8,1.5
"Jan Rutta","23-24","S.J","D",69,1360.7,-0.5,-2.1,-0.1,-1.6,0.9,-0.9,-0.6,-3.7,0,-4.4,-0.7,-1.4
"Jani Hakanpaa","23-24","DAL","D",64,1193.4,3.4,2.8,0,0.2,0.1,-0.6,3.4,3,-0.4,6.1,1,1.9
"Janis Moser","23-24","ARI","D",80,1645.7,-0.6,-1.4,-1,-5.5,0.8,0.1,-1.6,-6.8,0.9,-7.5,-1.2,-2.4
"Jansen Harkins","23-24","PIT","C",45,369.4,-2.2,1.3,-0.1,0,-1.2,1,-2.2,1.4,-0.3,-1.2,-0.2,-0.4
"Jared McCann","23-24","SEA","L",80,1340.9,8.1,1.2,2,-0.5,0.8,2.8,10.1,0.7,3.6,14.4,2.4,4.6
"Jared Spurgeon","23-24","MIN","D",16,373.2,1.9,2.6,-0.7,-1.4,0.6,-0.2,1.2,1.2,0.4,2.8,0.5,0.9
"Jaret Anderson-Dolan","23-24","L.A","C",30,328.9,-0.4,-1.3,0,0.2,0.2,-0.5,-0.4,-1.1,-0.3,-1.7,-0.3,-0.6
"Jarred Tinordi","23-24","CHI","D",52,813.6,-1,-2.2,0,-1.2,-0.8,-0.3,-1,-3.3,-1.2,-5.5,-0.9,-1.7
"Jason Dickinson","23-24","CHI","C",82,1358.8,9.3,5.7,0.5,0.2,0.9,-0.3,9.8,5.9,0.6,16.3,2.7,5.2
"Jason Polin","23-24","COL","R",7,52,-0.4,0.8,0,0,-0.2,0.1,-0.4,0.8,-0.2,0.3,0,0.1
"Jason Robertson","23-24","DAL","L",82,1502.6,9.5,7.9,3.2,0,1.7,-0.1,12.7,7.9,1.6,22.2,3.6,7.1
